,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64
5762,-0.47658,0.9755,0.2342,1.3083,15.209000000000001,-0.27157,-0.47339,0.025129,4.4049,0.024513999999999998,-0.47339,-0.6232300000000001,-0.10747000000000001,-0.47339,-752.15,-0.48528000000000004,1.0251,-0.47339,-0.10747000000000001,2.1364999,,-0.41456000000000004,-0.10819000000000001,-0.7601899999999999,-0.46051000000000003,-0.48855,-7.0279,37.628,4.2884,0.20603999,-0.1021,61.083,6.4945,5.0569999999999995,-0.30518,4.5186,4.6127,0.23437,-0.069280997,0.08938600000000001,-0.078437,-0.094112001,76.720001,74.583,-18.484,0.12333,1.9078,-0.41456000000000004,-0.094112001,1.0187,0.75957,0.15398,3.9386,37.655,4550.0,-0.030393001,-19.441,1.0538,8.5606,170.84,4.8939,62.939999,5.7992,707.73
1975,0.37059000000000003,0.14051,0.66183,6.5062,207.48,0.85796,0.46205,5.7972,1.3826,0.8145899999999999,0.46205,3.8441,0.30724001,0.46205,103.03,3.5428,7.1167,0.46205,0.28516999,0.97226,1.2441,0.4616,0.22871999,1.0669,0.8145899999999999,2.8919,3.9388,3.0362,4.3431,0.074339002,0.28516999,37.435,9.7501,3.2851,0.4616,1.6467,38.278,0.8349,0.28489000000000003,0.18932000000000002,0.009289,0.28489000000000003,171.03999,170.07001,85.867,6.4703,1.3442,0.42583999999999994,0.26282001,5.5655,0.1202,0.10255999999999998,3.737,3.8303,14583.0,0.27669999,0.45493999999999996,0.72329998,0.024942,375.42,2.1462,27.076999999999998,13.48,7.4332
2429,0.12140999999999999,0.36563,0.41023999999999994,2.1623,20.204,0.0,0.15805999999999998,1.735,3.0746,0.63437,0.1974,0.44782,0.071755998,0.15805999999999998,604.9,0.60341,2.735,0.15805999999999998,0.051408,8.938400300000001,0.90315,0.18028,0.039489001,0.45618000000000003,0.55908,0.5031800000000001,4.5829,1.7324,3.4243,0.051002,0.051647998,44.534,8.196,7.9117,0.18185,3.0746,,0.63437,0.059144000999999995,1.0906,0.050189,0.058633000000000005,44.904999,35.966999,1.6125,1.949,9.5002,0.11771,0.038284,2.0873,0.35295,0.12201,2.6788,2.6788,1089.8,0.059144000999999995,0.19139,0.94888002,0.0,40.835,10.148,41.900002,8.7112,12.984000000000002
5440,0.063171,0.35541,0.13097,1.3797,-41.466,0.0,0.080731,1.8137,1.9224,0.64459,0.082386,0.23406,0.051328,0.080731,1314.7,0.27764,2.8137,0.080731,0.041994002,64.071999,0.9934799999999999,0.071529,0.03286,0.26689,0.36079,0.22823000000000002,43.217,0.2499,4.0772,0.16712999,0.042681000999999996,67.854,5.3932,5.2341,0.067062,1.9426,13.196,0.65508,0.034883998,0.11547,0.13241,0.037207998,82.792999,18.721001,0.1872,1.0939,66.388,0.053586,0.027874,1.339,0.34492,0.1859,1.2299,1.2499,1564.5,0.034883998,0.098001,0.95758998,0.016274,5.6967,19.497,65.487,5.5736,3.668
3856,0.024919999999999998,0.72918,-0.07034299999999999,0.8734200000000001,-101.21,0.12618,0.031769,0.32727,1.0324,0.23864000000000002,0.031769,0.057168,0.047814999000000004,0.031769,4113.4,0.08873400000000001,1.3714,0.031769,0.023476999,74.84899899999999,1.0132,0.055837,0.018416001,0.15829000000000001,0.23864000000000002,0.079342,0.426,-0.13668,4.1046,0.51539999,0.023476999,154.75,2.3587,0.076575,0.055837,1.386,1.1983,0.41211000000000003,0.041262999,0.077665,0.27005,0.041262999,119.28,44.428001,0.089805,0.37406999999999996,77.273,0.022903,0.016925,0.66563,0.5557,0.42396999999999996,0.4637,0.80077,-894.9699699999999,0.031376,0.10443,0.96862,0.72693,4.8765,8.2155,149.89,2.4351,2.6294
1942,0.058240999999999994,0.29261,0.13752,1.6422,12.194,0.0,0.058240999999999994,2.4175,1.4024,0.70739,0.065171,0.27198,0.089985996,0.058240999999999994,846.3,0.43128999999999995,3.4175,0.058240999999999994,0.041528001,19.421,1.2348,0.063961,0.041528001,2.4e-05,0.27857,0.43128999999999995,9.2288,0.21211,3.9192,0.19764,0.044316000999999994,57.626000000000005,6.334,4.6352,0.046127999999999995,1.4024,23.088,0.71939,0.032892000000000005,0.16205999999999998,0.073936,0.045607000999999994,82.489998,63.068999999999996,0.7804800000000001,1.2938,20.081,-0.003998,-0.0028510001000000003,1.2018,0.21413000000000001,0.15788,1.0911,1.1096,1141.7,0.032892000000000005,0.082332,0.96285999,0.016963,18.794,5.7873,55.73,6.5494,2.1631
3473,0.08239099999999999,0.5465300000000001,0.074026,1.2428,-8.992100000000002,0.39348,0.08305499999999999,0.8279,1.1246,0.45248,0.08305499999999999,0.2724,0.15104,0.08305499999999999,1518.6,0.24036,1.8297,0.08305499999999999,0.09549500000000001,37.666,1.0182,0.097314,0.09473100300000001,0.39566999999999997,0.45248,0.23914000000000002,1.2584,0.11919,5.962000000000001,0.61666,0.09549500000000001,143.9,2.5364,0.17806,0.097314,0.8758799999999999,1.1967,0.69411,0.11189,0.041269,0.12339000000000001,0.11189,153.74001,116.08,0.91799,0.94842,42.361000000000004,0.049007,0.056347000999999994,0.6933199999999999,0.3049,0.39426,0.72854,1.1176,67824.0,0.11083,0.18209,0.88916999,0.53403,9.6904,3.1445,127.96,2.8525,1.4004
2097,0.00839,0.86069,-0.45411999999999997,0.47236999999999996,-302.76,0.21384,0.006131,0.15855999999999998,1.1323,0.13647,0.006131,0.007123,0.071168996,0.006131,4710.4,0.077488,1.1619,0.006131,0.006542,72.414001,1.5042,0.11267,0.008953000400000001,0.24011,0.13647,0.080112,1.3614,-0.76525,4.336,0.85865998,0.006542,379.59,0.96155,0.13091,0.11267,0.9499799999999999,,0.13647,0.12022999999999999,0.07096000000000001,0.16334,0.12022999999999999,134.57001,62.153999,0.045125,0.25636,81.99600000000001,0.052110000000000004,0.055606999000000004,0.47236999999999996,0.86069,1.04,0.22996999999999998,0.22996999999999998,-9844.0996,0.11685999999999999,0.061474,0.88314003,0.0,5.0405,5.8725,335.23999,1.0888,1.5791
2461,0.14089000000000002,0.36084,0.43454,2.2043,57.013000000000005,0.22536,0.14115999999999998,1.6674,0.97236,0.6016600000000001,0.14115999999999998,0.39121,0.22160999,0.14115999999999998,892.54,0.40894,2.7713,0.14115999999999998,0.21199,0.0,1.5544,-0.036044,0.21157999,0.22716,0.6016600000000001,0.40818000000000004,-0.5263399999999999,2.1237,3.9798,0.37143001,0.21199,192.33,1.8978,-0.099889,-0.036044,0.84375,,0.6016600000000001,-0.054129999000000005,1.2211,-0.40018000000000004,-0.054129999000000005,194.46001,194.46001,,2.2043,0.0,-0.042443,-0.06373999999999999,2.2043,0.36084,0.52692,2.9404,2.9404,4148.2002,-0.028426001,0.23417,1.0283999,0.0,,1.8769,197.78999,1.8454,3.2542
2356,-0.15769,1.1577,-0.58453,0.05954299999999999,-593.3099999999998,-0.16382,-0.15769,-0.13619,0.33964,-0.15767,-0.085404,-0.25371,-0.17343,-0.15769,-7173.4,-0.050882,0.8638100000000001,-0.15769,-0.46428999,11.946,0.5151899999999999,-0.08252000000000001,-0.46428999,-0.02905,-0.32151,-0.050882,-1.1416,-0.6069899999999999,3.488,3.4013,-0.46428999,492.96,0.74043,0.39752,-0.12055999999999999,0.33964,0.048294,0.37847,-0.35497001,0.003941,2.3726,-0.24296001,37.139,25.194000000000003,-14.186,0.041658999999999995,8.8164,-0.1813,-0.53381997,0.031968,0.62153,1.3506,-0.16373,0.39300999999999997,-1798.0,-0.35497001,1.0001,1.4069999,-3.4004,30.554000000000002,14.488,667.9500099999999,0.54645,0.35269
1939,0.21443,0.28333,0.65599,3.4332,122.25,0.0,0.21443,2.5295,1.494,0.71667,0.21618,0.7953899999999999,0.15336999,0.21443,451.31,0.80875,3.5295,0.21443,0.14353,19.08,0.8841399999999999,0.21535,0.14353,0.64682,0.71537,0.80875,123.47,8.8147,3.6617,0.18964,0.14469001,76.633,4.763,4.5321,0.20995,1.494,66.839,0.72935,0.14053001,0.5445800000000001,0.041051,0.14414001,190.25999,171.17999,2.7457,3.1436,22.199,0.20065,0.13429999,3.2668,0.26959,0.20995,9.6302,9.8006,3010.3999,0.14053001,0.29921,0.85711002,0.017692,19.13,2.1323,65.863998,5.5418,20.076
1911,-0.6442399999999999,0.9514799999999999,-0.063014,0.9337700000000001,-124.56,-0.48353,-0.6442399999999999,0.050996,1.7291,0.048522,-0.6396,-0.6771,-0.25716001,-0.6442399999999999,-781.04,-0.46733,1.051,-0.6442399999999999,-0.37259999,65.596001,0.84181,-0.6396,-0.37259999,-1.1278,-1.1278,-0.46733,-137.66,-0.56497,1.9295,0.5173399999999999,-0.37259999,146.39,2.4933,2.4933,-0.64325,1.7291,,0.048522,-0.37202001,0.45716,-0.07208099999999999,-0.36991,95.728996,30.132998999999998,-2.0732,0.60719,47.81,-0.83919,-0.48533999999999994,0.9337700000000001,0.9514799999999999,0.40107,0.43503000000000003,0.43503000000000003,-5.3569999,-0.37202001,-13.277000000000001,1.3717999,0.0,5.5643,12.113,200.85001,1.8172,15.502
5573,-0.13633,0.7247600000000001,0.0074930000000000005,1.0137,-83.545,0.0,-0.14839000000000002,0.37977,1.2693,0.27524,-0.046517,-0.27193,-0.067111999,-0.14839000000000002,-3105.3,-0.11754,1.3798,-0.14839000000000002,-0.1169,89.668999,0.96315,-0.046715,-0.1074,0.7589600000000001,0.20629,-0.1009,-0.45856,0.016769,4.6086,0.56699997,-0.087848999,148.21,2.5401,1.9125,-0.07460800000000001,1.2693,4.1257,0.33374000000000004,-0.058777000999999995,0.014133000000000001,1.4653,-0.036802999999999995,156.85001,67.183998,-0.43718,0.44228999999999996,82.11399999999999,-0.10992,-0.086594,0.7632800000000001,0.5457,0.39368000000000003,0.61601,0.7469399999999999,304.26999,-0.058777000999999995,-0.49531000000000003,1.1723,0.21254,4.0705,5.4328,156.92,2.3261,2.8409
2216,0.12503,0.17128,0.39371999999999996,3.2987,-5.2923,0.33821,0.1565,4.8055,1.0796,0.82306,0.1565,0.91374,0.08799300300000001,0.1565,303.92,1.2009999999999998,5.8385,0.1565,0.066947997,66.221001,1.081,0.17845,0.053484000000000004,0.42262,0.82306,1.0172,0.8241200000000001,0.90509,4.3403,0.059939001,0.066947997,28.87,12.642999999999999,1.0419,0.17845,2.3666,,0.82306,0.076338999,0.18614,0.024735,0.076338999,83.240997,17.02,0.2948,0.82257,71.488,0.12925999999999999,0.055294,3.2987,0.17128,0.079097,1.8921,1.8921,8619.7002,0.073688,0.1519,0.9263100000000001,0.0,5.5119,21.445,26.743000000000002,13.648,5.3738
2400,0.031619,0.21033000000000002,0.68339,4.3576,92.62899999999999,0.0,0.041316000000000005,3.7543,1.5141,0.78967,0.046011,0.20299,0.044059000999999993,0.041316000000000005,1150.8,0.31716,4.7543,0.041316000000000005,0.027287001,73.248001,1.0036,0.037455,0.020883000000000002,0.15554,0.74055,0.27105999999999997,7.9782,6.0438,3.895,0.010478,0.027351999999999998,50.005,7.2993,7.0634,0.028455,1.5141,,0.78967,0.018793,0.97414,0.11155999999999999,0.024737000000000002,166.00999,92.761002,0.10405999999999999,2.8647,74.65100000000001,0.01206,0.0079650003,4.2167,0.20354,0.13699999999999998,6.9837,6.9837,5366.3999,0.018793,0.040041,0.97337002,0.0,4.9831,3.9348,49.064999,7.4391,13.390999999999998
4813,0.010085,0.57286,0.37026,1.6463,39.395,0.0,0.012872,0.74563,1.4842,0.42713999999999996,0.018803,0.022469,0.021647001000000003,0.012872,6507.8,0.056086000000000004,1.7456,0.012872,0.0086719999,51.237999,1.1615,0.018538,0.0067949998,0.038367,0.41553999999999996,0.051223000000000005,3.1255,6.5097,3.6345,0.38047999,0.012076,141.55,2.5785,2.5785,0.007104999999999999,1.4842,,0.42713999999999996,0.0047869999,0.018331999999999998,0.50521,0.012490000000000001,229.35001,178.11,0.048404,1.2826,51.483999999999995,-0.00072,-0.00048499999999999997,1.6463,0.57286,0.38781,7.5097,7.5097,1595.9,0.0047869999,0.023611,0.9914,0.0,7.1237,2.0493,140.87,2.591,26.095
5041,0.029813,0.66523,-0.46778000000000003,0.29683000000000004,-167.07,0.083423,0.029411,0.45571000000000006,1.0711,0.30316,0.029411,0.044212,0.078308001,0.029411,2119.0,0.17225,1.5032,0.029411,0.020098999,30.406,1.5201,0.07828500000000001,0.020373,0.085773,0.30316,0.17285999999999999,0.573,-0.58287,4.0457,0.44643,0.020098999,177.72,2.0538,0.11767999999999999,0.07828500000000001,1.4687,,0.30316,0.053498000000000004,0.025261000000000002,0.1338,0.053498000000000004,45.061001,14.655,0.24456999999999998,0.11358,32.566,-0.006894,-0.0047109998,0.29683000000000004,0.66523,0.48691,0.37775,0.37775,-5196.6001,0.06633999900000001,0.098341,0.93365997,0.0,12.004000000000001,24.905,165.92999,2.1997,1.8233
5430,0.001307,0.07850700000000001,0.38013,5.9631,91.84200000000001,0.0,0.002137,11.738,0.57067,0.9214899999999999,0.002657,0.027904,0.088739,0.002137,565.86,0.64504,12.738,0.002137,0.0037450001,150.5,0.818,0.000455,0.002291,0.14651,0.8810899999999999,0.63447,0.87594,0.69971,4.9833,-0.010672,0.0038119999,48.993,7.5113,7.327999999999999,5.6999999999999996e-05,0.57796,115.6,0.9234100000000001,9.9999997e-05,1.2407,0.053452,0.0007980000200000001,231.34,80.83899699999999,0.005556,2.8909,149.29,-0.048048,-0.08419600099999999,5.8176,0.076592,0.13313,1.6962,1.6997,36575.0,9.9999997e-05,0.001419,0.99629998,0.002079,2.4252,4.5151,48.987999,7.4508,1.0504
572,0.071854,0.53257,0.1202,1.3167,-50.233000000000004,0.13699,0.08622200000000001,0.8366100000000001,1.1188,0.44555,0.08622200000000001,0.22716999999999998,0.10549000000000001,0.08622200000000001,1600.6,0.22803,1.8777,0.08622200000000001,0.074896,71.190002,1.5624,0.13118,0.062415,0.17268,0.44555,0.20105,1.2748,0.24028000000000002,4.4053,0.38811001,0.074896,134.63,2.7111,0.24631999999999998,0.13118,1.1668,1.7986,0.5985699999999999,0.11395,0.31642,0.10522000000000001,0.11395,120.37,49.18,0.32001,0.7251,79.646,0.095962,0.083356,0.9383799999999999,0.37955,0.36885,0.8906700000000001,1.1966,3056.0,0.10615999999999999,0.16127,0.89384001,0.34343,5.1271,7.4217,120.34,3.0331,2.3013
2982,0.11477000000000001,0.36829,0.48666000000000004,2.4825,48.87,0.5642,0.11477000000000001,1.7152,1.2945,0.63171,0.12120999999999998,0.34963,0.13085,0.11477000000000001,793.62,0.45992,2.7152,0.11477000000000001,0.088661,105.48,1.1121,0.0,0.088661,0.4475,0.62563,0.45992,0.0,2.6294,4.2163,0.19810999999999998,0.17732,138.76,2.6305,2.3446,0.010178,1.2945,,0.63171,0.007863,0.3492,0.22478,0.0,197.46001,91.985001,0.30680999999999997,1.3430000000000002,158.12,-0.054615,-0.04219200099999999,2.2127,0.32826,0.38016,3.4131,3.4131,8008.6001,0.33293,0.18168,0.68068999,0.0,3.4605,3.968,92.559998,3.9434,6.9939
575,-0.15592,0.98114,-0.50497,0.25447,-167.0,-0.71187,-0.13513,-0.031348,0.92545,-0.030757,-0.13513,-0.1995,-0.084647,-0.13513,-3788.5,-0.096345,1.0192,-0.13513,-0.121,11.106,1.2389,-0.095525,-0.13962001,-0.71281,-0.030757,-0.11754,-0.79162,-0.6101300000000001,3.8782,0.81989998,-0.121,204.88,1.7816,-0.097361,-0.095525,1.1363,0.45547,0.27305,-0.085538998,0.09967999999999999,-0.58725,-0.085538998,34.266998,23.16,-4.5884,0.2043,10.277999999999999,-0.13612,-0.12189000000000001,0.17567,0.67733,0.5613100000000001,-0.037162,0.32992,-3814.6001,-0.080559,5.0693,1.0806,-9.8778,32.864000000000004,15.76,221.38,1.6487,1.3493
4137,0.1706,0.22161,0.51347,3.6576,172.82,0.0,0.20314000000000002,3.5124,0.95794,0.7783899999999999,0.20314000000000002,1.0514,0.24185,0.20314000000000002,349.14,1.0454,4.5124,0.20314000000000002,0.21206,0.25964001,0.97536,0.18525999999999998,0.17809001,0.71087,0.57249,0.89855,565940.0,1.7506,3.9621,-0.35875999999999997,0.21206,64.347,5.6723,4.9453,-0.13801,0.95794,,0.7783899999999999,-0.14407,2.9277,0.034553,0.19339,53.736000000000004,53.477001,250.35,3.6541,0.22694,0.15672,0.1636,3.1888,0.19321,0.17629,2.6537,2.6537,4705.7998,-0.14407,0.21916999999999998,0.84688002,0.0,1405.8,6.8254,73.61799599999999,4.958,3.2659
4727,-0.42758999999999997,2.3195,-0.80592,0.36939,-291.03,-2.4044,-0.42758999999999997,-0.56887,1.5309,-1.3195,-0.24414,-0.33458000000000004,-0.25681999,-0.42758999999999997,-2153.3,-0.1695,0.43113,-0.42758999999999997,-0.27930999,39.324001,0.85946,0.0,-0.27930999,-0.547,-2.2245,-0.1695,0.0,-1.5266,3.5751,1.4880000000000002,-0.55862999,376.06,0.97059,0.53478,0.24213,1.5309,0.29825,-0.28962,0.15817,0.035683,2.2457,0.0,101.68,62.361000000000004,-2.5926,0.24034,48.532,-0.034429,-0.02249,0.20353,1.278,1.0303,-2.4994,-0.5486,-3029.3999,0.18972999999999998,0.32406,0.93048,-0.78051,9.2819,5.853,304.70999,1.1978,2.8998
4175,0.11005999999999999,0.13751,0.36472,3.6815,221.13,0.28695,0.13871,5.6932,1.3217,0.78286,0.13871,1.0198,0.26266,0.13871,277.1,1.3172,7.2724,0.13871,0.20115,34.924999,1.1705,0.14586,0.1596,0.37889,0.78286,1.1089,2.7956,0.73052,6.4109,-0.22584,0.20115,95.155,3.8359,1.0607,0.14586,0.75055,291.52,0.78435,0.21151,2.1877,0.024012000000000002,0.21151,107.54,72.616997,1.6680000000000001,3.1963,46.161,0.10344,0.15000001,3.6415,0.13602,0.2607,1.568,1.571,939370.0,0.24341001,0.14059000000000002,0.75659001,0.001905,10.450999999999999,5.0264,71.99299599999999,5.0699,1.3812
4417,0.026061,0.68553,0.13071,1.235,-91.443,0.09156,0.032335,0.39938,1.0401,0.27378,0.032335,0.058136,0.053339999000000006,0.032335,3086.5,0.11825999999999999,1.4587,0.032335,0.021275001,116.74,1.2782,0.06493099999999999,0.017147001000000002,0.11325,0.27378,0.10910999999999998,0.44436000000000003,0.41745,5.0986,0.44881999,0.021275001,138.93,2.6272,0.094716,0.06493099999999999,1.5327,1.5527,0.40312,0.042722002,0.012236,0.19829000000000002,0.042722002,163.33,46.592999,0.053614999999999996,0.36106,121.42,0.016197,0.010657,1.002,0.55619,0.38063,0.8744200000000001,1.2875,16404.0,0.038569,0.095189,0.96143001,0.4724,3.1267,7.8338,133.57001,2.7326,4.8541
5254,-0.046889,1.0478,-0.049299,0.95295,-56.61600000000001,-0.031423,-0.047628,-0.045625,0.99549,-0.047806,-0.047628,-0.045455,-0.011734,-0.047628,-8072.3,-0.045216,0.95437,-0.047628,-0.011796,53.035999,3.9251,-0.009472,-0.011613,-0.02738,-0.047806,-0.044511,-0.023352,-33.035,4.3653,0.25448999,-0.011796,94.293,3.8709,-0.009040000000000001,-0.009472,4.0571,,-0.047806,-0.0023459999,0.021074000000000002,-3.7358,-0.0023459999,88.266998,35.230999,-0.079922,0.39303,52.797,-0.009722,-0.0024079999,0.95295,1.0478,0.25834,-32.035,-32.035,-1143.3,-0.0045289998,0.98082,1.0045,0.0,6.8821,10.36,94.720001,3.8535,2705.7
4840,0.15665,0.49441999999999997,0.48293,1.9768,175.48,0.16144,0.19341,1.0226,1.2212,0.50558,0.19341,0.39116999999999996,0.15985,0.19341,933.09,0.39116999999999996,2.0226,0.19341,0.15985,0.0,0.57502,0.18473,0.12947999999999998,0.19946,0.50558,0.31684,1.8646,21.326999999999998,2.4633,0.21939,0.15985,182.15,2.0038,0.37363,0.18473,1.2186,,0.50558,0.15268999,0.46313999999999994,0.087992,0.15268999,225.77,225.77,,1.9768,0.0,0.18473,0.15268999,1.9768,0.49441999999999997,0.49904,22.326999999999998,22.326999999999998,140.33,0.18113001,0.30985,0.81887001,0.0,,1.6167,149.16,2.4471,53.43
602,-0.13402,1.0812,-0.17468,0.53633,-289.79,-0.3193,-0.13402,-0.075142,0.40083,-0.081247,-0.07794,-0.35574,-0.33045,-0.13402,-2979.5,-0.1225,0.92486,-0.13402,-0.33434999,101.48,2.2209,0.0,-0.33434999,-0.31096,-0.26521999999999996,-0.1225,0.0,-0.21891,5.1557,2.6903,-0.68458998,382.53,0.9541700000000001,0.33245,0.031087,0.40083,0.18788,0.40104,0.077556998,0.012925,23.094,0.0,179.55,78.077003,-1.2026,0.24051999999999998,113.16,-0.0015609999999999999,-0.0038940001,0.18687,0.37672,1.048,-0.10182000000000001,0.50258,-24998.0,0.10322,1.6495,1.1212,-5.936,3.5969,4.6749,343.04999,1.064,0.50232
4853,0.11594000000000002,0.35317,0.5130899999999999,2.4973,25.541999999999998,0.0,0.11594000000000002,1.8315,1.4897,0.64683,0.12082000000000001,0.33833,0.81129998,0.11594000000000002,106.66,3.4222,2.8315,0.11594000000000002,0.077827998,144.5,1.2927,0.0,0.077827998,0.24724000000000002,0.25384,3.4222,0.0,3.5577,4.0553,0.23679,0.15566,,0.0,0.0,0.021486,1.4897,36.076,0.6542100000000001,0.014422999999999998,0.003665,0.010773999999999999,0.0,209.37,64.86799599999999,0.19658,0.77623,,-1.0927,-0.73347002,2.4232,0.34269,,4.4851,4.5362,5827.7998,1.0,0.17924,0.0041089999,0.011399,2.5259,5.6268,83.96399699999999,4.3471,10.329
91,-0.005758,0.47957,0.1196,1.2494,-14.015,0.062479,-0.005211,1.0613,1.0117,0.50899,-0.005211,-0.010865999999999999,0.027905000000000003,-0.005211,4377.8,0.083376,2.0852,-0.005211,-0.0036369999999999996,43.962002000000005,0.97205,-0.009965,-0.0040190001000000005,0.08180499999999999,0.50899,0.082235,-0.070359,0.29836999999999997,5.0485,0.22099000000000002,-0.0036369999999999996,123.6,2.9532,-0.020778,-0.009965,1.4895,,0.50899,-0.0069539999,0.34052,0.44753000000000004,-0.0069539999,111.03,67.066002,-0.033365,0.88951,44.479,-0.05516,-0.038495998999999996,1.2494,0.47957,0.33862,1.2698,1.2698,13374.0,0.011613,-0.011313,0.98839003,0.0,8.3026,5.4424,122.16,2.9879,3.5747
4056,0.039906,0.40186,-0.001464,0.99575,-88.387,0.0,0.039906,1.4884,1.1679,0.59814,0.055781,0.11571,0.15188,0.039906,826.95,0.44138,2.4884,0.039906,0.034170002000000005,43.028999,0.9769,0.0,0.034170002000000005,0.14857,0.26544,0.44138,0.0,-0.00223,3.8124,0.29449001,0.076435998,145.91,2.5016,2.1469,0.00406,1.1679,,0.59814,0.0034759999,0.28086,0.097444,0.0,77.056999,34.028,0.28985,0.59655,58.247,-0.13747,-0.11771,0.85457,0.34488,0.39975,0.91099,0.91099,-9.507,0.26126,0.066717,0.76686001,0.0,8.4826,10.725999999999999,107.79,3.3863,1.7787
2496,0.27191,0.13252,0.60396,5.5575,119.72,0.40066,0.32561999999999997,6.3974,1.1981,0.84777,0.32561999999999997,2.4572,0.22405,0.32561999999999997,122.86,2.971,7.5462,0.32561999999999997,0.18529999,28.298000000000002,1.9274,0.30404000000000003,0.15474001,0.50865,0.84777,2.5657,2.0729,2.2918,4.1569,-0.0297,0.18529999,32.978,11.068,2.2943,0.30404000000000003,1.7949,,0.84777,0.17302001,1.4134,0.011708,0.17302001,114.07,85.772003,1.9959,4.5295,33.904,0.23595,0.13427,5.5575,0.13252,0.090351,3.217,3.217,8668.5,0.16534001,0.32074,0.83465999,0.0,12.898,4.2555,27.525999,13.26,6.6682
4641,0.022315,0.23695,0.5221899999999999,4.4906,-30.162,0.0,0.030551,3.2203,0.75513,0.76305,0.043552999999999994,0.20421,0.10727,0.030551,1067.7,0.34186,4.2203,0.030551,0.040458001,272.51999,0.99387,0.041794,0.029550998999999998,0.24586999999999998,0.64408,0.3071,3.2145,1.5911,4.2854,0.26653999,0.046142999000000004,75.21599999999998,4.8527,3.0638,0.029162,0.75513,1.7879,0.82345,0.038617998,0.33860999999999997,0.085622,0.055346001,300.23001,27.709,0.039579,0.7218100000000001,283.47,-0.00866,-0.011468,2.8352,0.1496,0.20606999999999998,2.3249,2.5089,10076.0,0.038617998,0.029245,0.96069002,0.079154,1.3393,13.172,72.310997,5.0476,2.3008
3737,-0.015894,0.27548,0.67042,3.4337,-27.709,-0.022005,-0.016097,2.6215,0.99469,0.72217,-0.016097,-0.058435,0.0084279999,-0.016097,6473.9,0.05637999999999999,3.6301,-0.016097,-0.0087360004,160.45,1.3736,-0.01488,-0.0086249998,-0.015080000000000001,0.72217,0.057119,-0.080319,12.392000000000001,4.4265,0.12902001,-0.0087360004,54.275,6.725,-0.054015,-0.01488,1.849,,0.72217,-0.0080749998,0.13874,0.54073,-0.0080749998,179.78999,19.332001,-0.01962,0.49304,159.6,-0.046508999999999995,-0.025238999999999998,3.4337,0.27548,0.1487,13.349,13.349,17900.0,-0.0053360001,-0.022009,1.0053,0.0,2.2748,18.88,54.563999,6.6894,34.061
3197,0.08080599999999999,0.5582699999999999,-0.10390999999999999,0.81001,-39.304,0.2109,0.099034,0.78292,1.0527,0.43708,0.099034,0.18107,0.056104999,0.099034,1352.3,0.26991,1.7913,0.099034,0.036874998,22.461,1.3757,0.13817000000000002,0.030088,0.26166999999999996,0.43708,0.23726,0.54159,-0.18656,4.3214,0.20442000000000002,0.036874998,78.251,4.6645,0.24749000000000002,0.13817000000000002,2.7219,24.486,0.44842,0.051445000000000005,0.023743,0.096695,0.051445000000000005,58.443001,35.983002,0.48895,0.50784,23.645,0.086518,0.032214999,0.79355,0.54693,0.21439,0.78473,0.80509,-2178.0,0.050104,0.18488,0.94989997,0.025952,16.250999999999998,10.144,74.33000200000001,4.9105,4.8218
5068,0.14154,0.48916000000000004,0.51844,2.0766,53.143,0.0,0.17606,1.0443,3.6195,0.51084,0.22846999999999998,0.36561,0.048643,0.17606,1014.1,0.35993,2.0443,0.17606,0.048643,1.8157001,1.9354,0.22846,0.039104,0.38433,0.35769,0.28935,4.359,,2.5138,0.12458,0.052303999999999996,51.849,7.0396,6.9303,0.22946999999999998,3.6195,,0.51084,0.0634,0.079428,0.071371,0.06311900200000001,96.986,95.16999799999999,7.861000000000001,2.0392,1.9386,0.22846,0.06311900200000001,2.0443,0.48156000000000004,0.14205,,,169.25,0.063399002,0.27707,0.95137,0.0,201.03,3.8352,48.562,7.5162,
443,0.12229000000000001,0.9550700000000001,0.016723,1.0189,-9.6586,-0.1079,0.098571,0.042344,1.0097,0.040441000000000005,0.098571,0.11168,0.031902,0.098571,2672.6,0.13657,1.047,0.098571,0.024109000000000002,5.7824998,1.6031,0.10321,0.029908999999999998,-0.13162000000000001,0.040441000000000005,0.1614,0.25488,0.16619,4.4576,0.23238000000000003,0.024109000000000002,79.56100000000002,4.5877,0.10807,0.10321,4.1775,11.525,0.11285999999999999,0.025243999,0.073312,0.23246,0.025243999,74.514,68.731003,1.8879,0.9455600000000001,5.8385,0.071349,0.017450999,0.94168,0.88265,0.21796999999999997,0.40189,1.1216,479.64999000000006,0.0095899999,3.0238,0.99040997,1.7907,63.121,5.3105,78.797997,4.6321,40.631
